"Leeftijd","Aanwezig","Datum","Type"
"80 - 84",15,"2020-04-23","IC"
"85 - 89",0,"2020-04-23","IC"
">90",0,"2020-04-23","IC"
"<20",3,"2020-04-24","IC"
"20 - 24",6,"2020-04-24","IC"
"25 - 29",1,"2020-04-24","IC"
"30 - 34",9,"2020-04-24","IC"
"35 - 39",13,"2020-04-24","IC"
"40 - 44",13,"2020-04-24","IC"
"45 - 49",42,"2020-04-24","IC"
"50 - 54",81,"2020-04-24","IC"
"55 - 59",116,"2020-04-24","IC"
"60 - 64",162,"2020-04-24","IC"
"65 - 69",162,"2020-04-24","IC"
"70 - 74",190,"2020-04-24","IC"
"75 - 79",69,"2020-04-24","IC"
"80 - 84",17,"2020-04-24","IC"
"85 - 89",1,"2020-04-24","IC"
">90",0,"2020-04-24","IC"
"<20",3,"2020-04-25","IC"
"20 - 24",5,"2020-04-25","IC"
"25 - 29",1,"2020-04-25","IC"
"30 - 34",11,"2020-04-25","IC"
"35 - 39",13,"2020-04-25","IC"
"40 - 44",13,"2020-04-25","IC"
"45 - 49",41,"2020-04-25","IC"
"50 - 54",84,"2020-04-25","IC"
"55 - 59",115,"2020-04-25","IC"
"60 - 64",157,"2020-04-25","IC"
"65 - 69",160,"2020-04-25","IC"
"70 - 74",176,"2020-04-25","IC"
"75 - 79",67,"2020-04-25","IC"
"80 - 84",11,"2020-04-25","IC"
"85 - 89",2,"2020-04-25","IC"
">90",1,"2020-04-25","IC"
"<20",3,"2020-04-26","IC"
"20 - 24",5,"2020-04-26","IC"
"25 - 29",1,"2020-04-26","IC"
"30 - 34",10,"2020-04-26","IC"
"35 - 39",12,"2020-04-26","IC"
"40 - 44",14,"2020-04-26","IC"
"45 - 49",36,"2020-04-26","IC"
"50 - 54",81,"2020-04-26","IC"
"55 - 59",114,"2020-04-26","IC"
"60 - 64",154,"2020-04-26","IC"
"65 - 69",152,"2020-04-26","IC"
"70 - 74",172,"2020-04-26","IC"
"75 - 79",67,"2020-04-26","IC"
"80 - 84",11,"2020-04-26","IC"
"85 - 89",1,"2020-04-26","IC"
">90",1,"2020-04-26","IC"
"<20",4,"2020-04-27","IC"
"20 - 24",5,"2020-04-27","IC"
"25 - 29",1,"2020-04-27","IC"
"30 - 34",9,"2020-04-27","IC"
"35 - 39",12,"2020-04-27","IC"
"40 - 44",14,"2020-04-27","IC"
"45 - 49",33,"2020-04-27","IC"
"50 - 54",77,"2020-04-27","IC"
"55 - 59",109,"2020-04-27","IC"
"60 - 64",153,"2020-04-27","IC"
"65 - 69",145,"2020-04-27","IC"
"70 - 74",169,"2020-04-27","IC"
"75 - 79",65,"2020-04-27","IC"
"80 - 84",11,"2020-04-27","IC"
"85 - 89",1,"2020-04-27","IC"
">90",0,"2020-04-27","IC"
"<20",4,"2020-04-28","IC"
"20 - 24",3,"2020-04-28","IC"
"25 - 29",1,"2020-04-28","IC"
"30 - 34",9,"2020-04-28","IC"
"35 - 39",10,"2020-04-28","IC"
"40 - 44",13,"2020-04-28","IC"
"45 - 49",34,"2020-04-28","IC"
"50 - 54",72,"2020-04-28","IC"
"55 - 59",108,"2020-04-28","IC"
"60 - 64",150,"2020-04-28","IC"
"65 - 69",136,"2020-04-28","IC"
"70 - 74",165,"2020-04-28","IC"
"75 - 79",67,"2020-04-28","IC"
"80 - 84",10,"2020-04-28","IC"
"85 - 89",1,"2020-04-28","IC"
">90",0,"2020-04-28","IC"
"<20",3,"2020-04-29","IC"
"20 - 24",2,"2020-04-29","IC"
"25 - 29",1,"2020-04-29","IC"
"30 - 34",8,"2020-04-29","IC"
"35 - 39",8,"2020-04-29","IC"
"40 - 44",12,"2020-04-29","IC"
"45 - 49",32,"2020-04-29","IC"
"50 - 54",73,"2020-04-29","IC"
"55 - 59",110,"2020-04-29","IC"
"60 - 64",142,"2020-04-29","IC"
"65 - 69",134,"2020-04-29","IC"
"70 - 74",156,"2020-04-29","IC"
"75 - 79",62,"2020-04-29","IC"
"80 - 84",9,"2020-04-29","IC"
"85 - 89",0,"2020-04-29","IC"
">90",1,"2020-04-29","IC"
"<20",3,"2020-04-30","IC"
"20 - 24",2,"2020-04-30","IC"
"25 - 29",2,"2020-04-30","IC"
"30 - 34",7,"2020-04-30","IC"
"35 - 39",7,"2020-04-30","IC"
"40 - 44",11,"2020-04-30","IC"
"45 - 49",32,"2020-04-30","IC"
"50 - 54",65,"2020-04-30","IC"
"55 - 59",105,"2020-04-30","IC"
"60 - 64",137,"2020-04-30","IC"
"65 - 69",132,"2020-04-30","IC"
"70 - 74",153,"2020-04-30","IC"
"75 - 79",58,"2020-04-30","IC"
"80 - 84",6,"2020-04-30","IC"
"85 - 89",0,"2020-04-30","IC"
">90",0,"2020-04-30","IC"
"<20",2,"2020-05-01","IC"
"20 - 24",2,"2020-05-01","IC"
"25 - 29",2,"2020-05-01","IC"
"30 - 34",8,"2020-05-01","IC"
"35 - 39",7,"2020-05-01","IC"
"40 - 44",12,"2020-05-01","IC"
"45 - 49",30,"2020-05-01","IC"
"50 - 54",63,"2020-05-01","IC"
"55 - 59",95,"2020-05-01","IC"
"60 - 64",132,"2020-05-01","IC"
"65 - 69",127,"2020-05-01","IC"
"70 - 74",148,"2020-05-01","IC"
"75 - 79",60,"2020-05-01","IC"
"80 - 84",6,"2020-05-01","IC"
"85 - 89",0,"2020-05-01","IC"
">90",0,"2020-05-01","IC"
"<20",2,"2020-05-02","IC"
"20 - 24",2,"2020-05-02","IC"
"25 - 29",2,"2020-05-02","IC"
"30 - 34",8,"2020-05-02","IC"
"35 - 39",7,"2020-05-02","IC"
"40 - 44",10,"2020-05-02","IC"
"45 - 49",31,"2020-05-02","IC"
"50 - 54",60,"2020-05-02","IC"
"55 - 59",87,"2020-05-02","IC"
"60 - 64",121,"2020-05-02","IC"
"65 - 69",129,"2020-05-02","IC"
"70 - 74",142,"2020-05-02","IC"
"75 - 79",54,"2020-05-02","IC"
"80 - 84",5,"2020-05-02","IC"
"85 - 89",0,"2020-05-02","IC"
">90",0,"2020-05-02","IC"
"<20",3,"2020-05-03","IC"
"20 - 24",2,"2020-05-03","IC"
"25 - 29",3,"2020-05-03","IC"
"30 - 34",7,"2020-05-03","IC"
"35 - 39",7,"2020-05-03","IC"
"40 - 44",9,"2020-05-03","IC"
"45 - 49",30,"2020-05-03","IC"
"50 - 54",60,"2020-05-03","IC"
"55 - 59",88,"2020-05-03","IC"
"60 - 64",119,"2020-05-03","IC"
"65 - 69",123,"2020-05-03","IC"
"70 - 74",138,"2020-05-03","IC"
"75 - 79",53,"2020-05-03","IC"
"80 - 84",6,"2020-05-03","IC"
"85 - 89",0,"2020-05-03","IC"
">90",0,"2020-05-03","IC"
"<20",3,"2020-05-04","IC"
"20 - 24",2,"2020-05-04","IC"
"25 - 29",3,"2020-05-04","IC"
"30 - 34",7,"2020-05-04","IC"
"35 - 39",6,"2020-05-04","IC"
"40 - 44",9,"2020-05-04","IC"
"45 - 49",30,"2020-05-04","IC"
"50 - 54",56,"2020-05-04","IC"
"55 - 59",88,"2020-05-04","IC"
"60 - 64",121,"2020-05-04","IC"
"65 - 69",118,"2020-05-04","IC"
"70 - 74",134,"2020-05-04","IC"
"75 - 79",52,"2020-05-04","IC"
"80 - 84",5,"2020-05-04","IC"
"85 - 89",0,"2020-05-04","IC"
">90",0,"2020-05-04","IC"
"<20",3,"2020-05-05","IC"
"20 - 24",2,"2020-05-05","IC"
"25 - 29",2,"2020-05-05","IC"
"30 - 34",6,"2020-05-05","IC"
"35 - 39",4,"2020-05-05","IC"
"40 - 44",7,"2020-05-05","IC"
"45 - 49",28,"2020-05-05","IC"
"50 - 54",57,"2020-05-05","IC"
"55 - 59",78,"2020-05-05","IC"
"60 - 64",117,"2020-05-05","IC"
"65 - 69",117,"2020-05-05","IC"
"70 - 74",129,"2020-05-05","IC"
"75 - 79",47,"2020-05-05","IC"
"80 - 84",5,"2020-05-05","IC"
"85 - 89",0,"2020-05-05","IC"
">90",0,"2020-05-05","IC"
"<20",1,"2020-05-06","IC"
"20 - 24",2,"2020-05-06","IC"
"25 - 29",2,"2020-05-06","IC"
"30 - 34",7,"2020-05-06","IC"
"35 - 39",4,"2020-05-06","IC"
"40 - 44",8,"2020-05-06","IC"
"45 - 49",27,"2020-05-06","IC"
"50 - 54",51,"2020-05-06","IC"
"55 - 59",74,"2020-05-06","IC"
"60 - 64",115,"2020-05-06","IC"
"65 - 69",111,"2020-05-06","IC"
"70 - 74",124,"2020-05-06","IC"
"75 - 79",45,"2020-05-06","IC"
"80 - 84",5,"2020-05-06","IC"
"85 - 89",1,"2020-05-06","IC"
">90",0,"2020-05-06","IC"
"<20",1,"2020-05-07","IC"
"20 - 24",2,"2020-05-07","IC"
"25 - 29",2,"2020-05-07","IC"
"30 - 34",7,"2020-05-07","IC"
"35 - 39",3,"2020-05-07","IC"
"40 - 44",8,"2020-05-07","IC"
"45 - 49",28,"2020-05-07","IC"
"50 - 54",47,"2020-05-07","IC"
"55 - 59",68,"2020-05-07","IC"
"60 - 64",106,"2020-05-07","IC"
"65 - 69",107,"2020-05-07","IC"
"70 - 74",117,"2020-05-07","IC"
"75 - 79",44,"2020-05-07","IC"
"80 - 84",7,"2020-05-07","IC"
"85 - 89",0,"2020-05-07","IC"
">90",0,"2020-05-07","IC"
"<20",0,"2020-05-08","IC"
"20 - 24",2,"2020-05-08","IC"
"25 - 29",2,"2020-05-08","IC"
"30 - 34",6,"2020-05-08","IC"
"35 - 39",2,"2020-05-08","IC"
"40 - 44",10,"2020-05-08","IC"
"45 - 49",27,"2020-05-08","IC"
"50 - 54",48,"2020-05-08","IC"
"55 - 59",66,"2020-05-08","IC"
"60 - 64",104,"2020-05-08","IC"
"65 - 69",107,"2020-05-08","IC"
"70 - 74",109,"2020-05-08","IC"
"75 - 79",42,"2020-05-08","IC"
"80 - 84",5,"2020-05-08","IC"
"85 - 89",0,"2020-05-08","IC"
">90",0,"2020-05-08","IC"
"<20",0,"2020-05-09","IC"
"20 - 24",2,"2020-05-09","IC"
"25 - 29",2,"2020-05-09","IC"
"30 - 34",6,"2020-05-09","IC"
"35 - 39",3,"2020-05-09","IC"
"40 - 44",8,"2020-05-09","IC"
"45 - 49",27,"2020-05-09","IC"
"50 - 54",47,"2020-05-09","IC"
"55 - 59",62,"2020-05-09","IC"
"60 - 64",96,"2020-05-09","IC"
"65 - 69",107,"2020-05-09","IC"
"70 - 74",103,"2020-05-09","IC"
"75 - 79",41,"2020-05-09","IC"
"80 - 84",6,"2020-05-09","IC"
"85 - 89",0,"2020-05-09","IC"
">90",0,"2020-05-09","IC"
"<20",0,"2020-05-10","IC"
"20 - 24",3,"2020-05-10","IC"
"25 - 29",2,"2020-05-10","IC"
"30 - 34",6,"2020-05-10","IC"
"35 - 39",2,"2020-05-10","IC"
"40 - 44",8,"2020-05-10","IC"
"45 - 49",29,"2020-05-10","IC"
"50 - 54",44,"2020-05-10","IC"
"55 - 59",58,"2020-05-10","IC"
"60 - 64",93,"2020-05-10","IC"
"65 - 69",106,"2020-05-10","IC"
"70 - 74",98,"2020-05-10","IC"
"75 - 79",41,"2020-05-10","IC"
"80 - 84",6,"2020-05-10","IC"
"85 - 89",0,"2020-05-10","IC"
">90",0,"2020-05-10","IC"
"<20",1,"2020-05-11","IC"
"20 - 24",2,"2020-05-11","IC"
"25 - 29",2,"2020-05-11","IC"
"30 - 34",5,"2020-05-11","IC"
"35 - 39",3,"2020-05-11","IC"
"40 - 44",8,"2020-05-11","IC"
"45 - 49",27,"2020-05-11","IC"
"50 - 54",45,"2020-05-11","IC"
"55 - 59",57,"2020-05-11","IC"
"60 - 64",88,"2020-05-11","IC"
"65 - 69",98,"2020-05-11","IC"
"70 - 74",96,"2020-05-11","IC"
"75 - 79",38,"2020-05-11","IC"
"80 - 84",7,"2020-05-11","IC"
"85 - 89",2,"2020-05-11","IC"
">90",0,"2020-05-11","IC"
"<20",0,"2020-05-12","IC"
"20 - 24",1,"2020-05-12","IC"
"25 - 29",3,"2020-05-12","IC"
"30 - 34",5,"2020-05-12","IC"
"35 - 39",3,"2020-05-12","IC"
"40 - 44",7,"2020-05-12","IC"
"45 - 49",26,"2020-05-12","IC"
"50 - 54",40,"2020-05-12","IC"
"55 - 59",52,"2020-05-12","IC"
"60 - 64",75,"2020-05-12","IC"
"65 - 69",84,"2020-05-12","IC"
"70 - 74",86,"2020-05-12","IC"
"75 - 79",33,"2020-05-12","IC"
"80 - 84",6,"2020-05-12","IC"
"85 - 89",1,"2020-05-12","IC"
">90",0,"2020-05-12","IC"
"<20",0,"2020-05-13","IC"
"20 - 24",1,"2020-05-13","IC"
"25 - 29",5,"2020-05-13","IC"
"30 - 34",5,"2020-05-13","IC"
"35 - 39",2,"2020-05-13","IC"
"40 - 44",7,"2020-05-13","IC"
"45 - 49",25,"2020-05-13","IC"
"50 - 54",34,"2020-05-13","IC"
"55 - 59",49,"2020-05-13","IC"
"60 - 64",70,"2020-05-13","IC"
"65 - 69",78,"2020-05-13","IC"
"70 - 74",84,"2020-05-13","IC"
"75 - 79",31,"2020-05-13","IC"
"80 - 84",5,"2020-05-13","IC"
"85 - 89",1,"2020-05-13","IC"
">90",0,"2020-05-13","IC"
"<20",0,"2020-05-14","IC"
"20 - 24",1,"2020-05-14","IC"
"25 - 29",3,"2020-05-14","IC"
"30 - 34",5,"2020-05-14","IC"
"35 - 39",2,"2020-05-14","IC"
"40 - 44",6,"2020-05-14","IC"
"45 - 49",22,"2020-05-14","IC"
"50 - 54",33,"2020-05-14","IC"
"55 - 59",46,"2020-05-14","IC"
"60 - 64",70,"2020-05-14","IC"
"65 - 69",69,"2020-05-14","IC"
"70 - 74",78,"2020-05-14","IC"
"75 - 79",33,"2020-05-14","IC"
"80 - 84",4,"2020-05-14","IC"
"85 - 89",1,"2020-05-14","IC"
">90",0,"2020-05-14","IC"
"<20",1,"2020-05-15","IC"
"20 - 24",1,"2020-05-15","IC"
"25 - 29",4,"2020-05-15","IC"
"30 - 34",3,"2020-05-15","IC"
"35 - 39",2,"2020-05-15","IC"
"40 - 44",6,"2020-05-15","IC"
"45 - 49",20,"2020-05-15","IC"
"50 - 54",29,"2020-05-15","IC"
"55 - 59",45,"2020-05-15","IC"
"60 - 64",65,"2020-05-15","IC"
"65 - 69",69,"2020-05-15","IC"
"70 - 74",74,"2020-05-15","IC"
"75 - 79",28,"2020-05-15","IC"
"80 - 84",4,"2020-05-15","IC"
"85 - 89",0,"2020-05-15","IC"
">90",0,"2020-05-15","IC"
"<20",0,"2020-05-16","IC"
"20 - 24",1,"2020-05-16","IC"
"25 - 29",4,"2020-05-16","IC"
"30 - 34",3,"2020-05-16","IC"
"35 - 39",2,"2020-05-16","IC"
"40 - 44",6,"2020-05-16","IC"
"45 - 49",20,"2020-05-16","IC"
"50 - 54",28,"2020-05-16","IC"
"55 - 59",41,"2020-05-16","IC"
"60 - 64",63,"2020-05-16","IC"
"65 - 69",65,"2020-05-16","IC"
"70 - 74",73,"2020-05-16","IC"
"75 - 79",27,"2020-05-16","IC"
"80 - 84",3,"2020-05-16","IC"
"85 - 89",0,"2020-05-16","IC"
">90",0,"2020-05-16","IC"
"<20",0,"2020-05-17","IC"
"20 - 24",1,"2020-05-17","IC"
"25 - 29",3,"2020-05-17","IC"
"30 - 34",3,"2020-05-17","IC"
"35 - 39",2,"2020-05-17","IC"
"40 - 44",6,"2020-05-17","IC"
"45 - 49",18,"2020-05-17","IC"
"50 - 54",28,"2020-05-17","IC"
"55 - 59",41,"2020-05-17","IC"
"60 - 64",60,"2020-05-17","IC"
"65 - 69",61,"2020-05-17","IC"
"70 - 74",73,"2020-05-17","IC"
"75 - 79",30,"2020-05-17","IC"
"80 - 84",3,"2020-05-17","IC"
"85 - 89",0,"2020-05-17","IC"
">90",0,"2020-05-17","IC"
"<20",0,"2020-05-18","IC"
"20 - 24",1,"2020-05-18","IC"
"25 - 29",3,"2020-05-18","IC"
"30 - 34",4,"2020-05-18","IC"
"35 - 39",2,"2020-05-18","IC"
"40 - 44",6,"2020-05-18","IC"
"45 - 49",17,"2020-05-18","IC"
"50 - 54",27,"2020-05-18","IC"
"55 - 59",40,"2020-05-18","IC"
"60 - 64",60,"2020-05-18","IC"
"65 - 69",66,"2020-05-18","IC"
"70 - 74",73,"2020-05-18","IC"
"75 - 79",28,"2020-05-18","IC"
"80 - 84",3,"2020-05-18","IC"
"85 - 89",0,"2020-05-18","IC"
">90",0,"2020-05-18","IC"
"<20",0,"2020-05-19","IC"
"20 - 24",1,"2020-05-19","IC"
"25 - 29",2,"2020-05-19","IC"
"30 - 34",3,"2020-05-19","IC"
"35 - 39",1,"2020-05-19","IC"
"40 - 44",6,"2020-05-19","IC"
"45 - 49",16,"2020-05-19","IC"
"50 - 54",23,"2020-05-19","IC"
"55 - 59",41,"2020-05-19","IC"
"60 - 64",56,"2020-05-19","IC"
"65 - 69",59,"2020-05-19","IC"
"70 - 74",68,"2020-05-19","IC"
"75 - 79",25,"2020-05-19","IC"
"80 - 84",6,"2020-05-19","IC"
"85 - 89",0,"2020-05-19","IC"
">90",0,"2020-05-19","IC"
"<20",0,"2020-05-20","IC"
"20 - 24",1,"2020-05-20","IC"
"25 - 29",3,"2020-05-20","IC"
"30 - 34",3,"2020-05-20","IC"
"35 - 39",1,"2020-05-20","IC"
"40 - 44",6,"2020-05-20","IC"
"45 - 49",14,"2020-05-20","IC"
"50 - 54",24,"2020-05-20","IC"
"55 - 59",41,"2020-05-20","IC"
"60 - 64",50,"2020-05-20","IC"
"65 - 69",54,"2020-05-20","IC"
"70 - 74",65,"2020-05-20","IC"
"75 - 79",25,"2020-05-20","IC"
"80 - 84",3,"2020-05-20","IC"
"85 - 89",0,"2020-05-20","IC"
">90",0,"2020-05-20","IC"
"<20",0,"2020-05-21","IC"
"20 - 24",1,"2020-05-21","IC"
"25 - 29",2,"2020-05-21","IC"
"30 - 34",3,"2020-05-21","IC"
"35 - 39",2,"2020-05-21","IC"
"40 - 44",6,"2020-05-21","IC"
"45 - 49",13,"2020-05-21","IC"
"50 - 54",23,"2020-05-21","IC"
"55 - 59",40,"2020-05-21","IC"
"60 - 64",49,"2020-05-21","IC"
"65 - 69",49,"2020-05-21","IC"
"70 - 74",64,"2020-05-21","IC"
"75 - 79",22,"2020-05-21","IC"
"80 - 84",3,"2020-05-21","IC"
"85 - 89",0,"2020-05-21","IC"
">90",0,"2020-05-21","IC"
"<20",0,"2020-05-22","IC"
"20 - 24",1,"2020-05-22","IC"
"25 - 29",1,"2020-05-22","IC"
"30 - 34",3,"2020-05-22","IC"
"35 - 39",1,"2020-05-22","IC"
"40 - 44",5,"2020-05-22","IC"
"45 - 49",12,"2020-05-22","IC"
"50 - 54",20,"2020-05-22","IC"
"55 - 59",40,"2020-05-22","IC"
"60 - 64",46,"2020-05-22","IC"
"65 - 69",47,"2020-05-22","IC"
"70 - 74",57,"2020-05-22","IC"
"75 - 79",23,"2020-05-22","IC"
"80 - 84",3,"2020-05-22","IC"
"85 - 89",0,"2020-05-22","IC"
">90",0,"2020-05-22","IC"
"<20",0,"2020-05-23","IC"
"20 - 24",1,"2020-05-23","IC"
"25 - 29",1,"2020-05-23","IC"
"30 - 34",3,"2020-05-23","IC"
"35 - 39",1,"2020-05-23","IC"
"40 - 44",5,"2020-05-23","IC"
"45 - 49",11,"2020-05-23","IC"
"50 - 54",19,"2020-05-23","IC"
"55 - 59",38,"2020-05-23","IC"
"60 - 64",45,"2020-05-23","IC"
"65 - 69",44,"2020-05-23","IC"
"70 - 74",57,"2020-05-23","IC"
"75 - 79",22,"2020-05-23","IC"
"80 - 84",3,"2020-05-23","IC"
"85 - 89",0,"2020-05-23","IC"
">90",0,"2020-05-23","IC"
"<20",0,"2020-05-24","IC"
"20 - 24",1,"2020-05-24","IC"
"25 - 29",1,"2020-05-24","IC"
"30 - 34",2,"2020-05-24","IC"
"35 - 39",2,"2020-05-24","IC"
"40 - 44",6,"2020-05-24","IC"
"45 - 49",11,"2020-05-24","IC"
"50 - 54",19,"2020-05-24","IC"
"55 - 59",40,"2020-05-24","IC"
"60 - 64",43,"2020-05-24","IC"
"65 - 69",43,"2020-05-24","IC"
"70 - 74",52,"2020-05-24","IC"
"75 - 79",21,"2020-05-24","IC"
"80 - 84",3,"2020-05-24","IC"
"85 - 89",0,"2020-05-24","IC"
">90",0,"2020-05-24","IC"
"<20",0,"2020-05-25","IC"
"20 - 24",1,"2020-05-25","IC"
"25 - 29",1,"2020-05-25","IC"
"30 - 34",2,"2020-05-25","IC"
"35 - 39",1,"2020-05-25","IC"
"40 - 44",6,"2020-05-25","IC"
"45 - 49",10,"2020-05-25","IC"
"50 - 54",20,"2020-05-25","IC"
"55 - 59",32,"2020-05-25","IC"
"60 - 64",39,"2020-05-25","IC"
"65 - 69",43,"2020-05-25","IC"
"70 - 74",52,"2020-05-25","IC"
"75 - 79",20,"2020-05-25","IC"
"80 - 84",4,"2020-05-25","IC"
"85 - 89",0,"2020-05-25","IC"
">90",0,"2020-05-25","IC"
"<20",0,"2020-05-26","IC"
"20 - 24",1,"2020-05-26","IC"
"25 - 29",1,"2020-05-26","IC"
"30 - 34",2,"2020-05-26","IC"
"35 - 39",2,"2020-05-26","IC"
"40 - 44",5,"2020-05-26","IC"
"45 - 49",10,"2020-05-26","IC"
"50 - 54",17,"2020-05-26","IC"
"55 - 59",31,"2020-05-26","IC"
"60 - 64",31,"2020-05-26","IC"
"65 - 69",42,"2020-05-26","IC"
"70 - 74",47,"2020-05-26","IC"
"75 - 79",19,"2020-05-26","IC"
"80 - 84",5,"2020-05-26","IC"
"85 - 89",0,"2020-05-26","IC"
">90",0,"2020-05-26","IC"
"<20",0,"2020-05-27","IC"
"20 - 24",1,"2020-05-27","IC"
"25 - 29",1,"2020-05-27","IC"
"30 - 34",2,"2020-05-27","IC"
"35 - 39",1,"2020-05-27","IC"
"40 - 44",4,"2020-05-27","IC"
"45 - 49",7,"2020-05-27","IC"
"50 - 54",17,"2020-05-27","IC"
"55 - 59",26,"2020-05-27","IC"
"60 - 64",28,"2020-05-27","IC"
"65 - 69",38,"2020-05-27","IC"
"70 - 74",43,"2020-05-27","IC"
"75 - 79",19,"2020-05-27","IC"
"80 - 84",5,"2020-05-27","IC"
"85 - 89",0,"2020-05-27","IC"
">90",0,"2020-05-27","IC"
"<20",0,"2020-05-28","IC"
"20 - 24",1,"2020-05-28","IC"
"25 - 29",1,"2020-05-28","IC"
"30 - 34",2,"2020-05-28","IC"
"35 - 39",1,"2020-05-28","IC"
"40 - 44",4,"2020-05-28","IC"
"45 - 49",6,"2020-05-28","IC"
"50 - 54",19,"2020-05-28","IC"
"55 - 59",26,"2020-05-28","IC"
"60 - 64",26,"2020-05-28","IC"
"65 - 69",37,"2020-05-28","IC"
"70 - 74",42,"2020-05-28","IC"
"75 - 79",20,"2020-05-28","IC"
"80 - 84",3,"2020-05-28","IC"
"85 - 89",0,"2020-05-28","IC"
">90",0,"2020-05-28","IC"
"<20",1,"2020-05-29","IC"
"20 - 24",1,"2020-05-29","IC"
"25 - 29",1,"2020-05-29","IC"
"30 - 34",2,"2020-05-29","IC"
"35 - 39",1,"2020-05-29","IC"
"40 - 44",4,"2020-05-29","IC"
"45 - 49",6,"2020-05-29","IC"
"50 - 54",15,"2020-05-29","IC"
"55 - 59",25,"2020-05-29","IC"
"60 - 64",26,"2020-05-29","IC"
"65 - 69",37,"2020-05-29","IC"
"70 - 74",42,"2020-05-29","IC"
"75 - 79",20,"2020-05-29","IC"
"80 - 84",3,"2020-05-29","IC"
"85 - 89",0,"2020-05-29","IC"
">90",0,"2020-05-29","IC"
"<20",0,"2020-05-30","IC"
"20 - 24",1,"2020-05-30","IC"
"25 - 29",1,"2020-05-30","IC"
"30 - 34",2,"2020-05-30","IC"
"35 - 39",1,"2020-05-30","IC"
"40 - 44",3,"2020-05-30","IC"
"45 - 49",7,"2020-05-30","IC"
"50 - 54",15,"2020-05-30","IC"
"55 - 59",24,"2020-05-30","IC"
"60 - 64",24,"2020-05-30","IC"
"65 - 69",36,"2020-05-30","IC"
"70 - 74",40,"2020-05-30","IC"
"75 - 79",20,"2020-05-30","IC"
"80 - 84",3,"2020-05-30","IC"
"85 - 89",0,"2020-05-30","IC"
">90",0,"2020-05-30","IC"
"<20",0,"2020-05-31","IC"
"20 - 24",1,"2020-05-31","IC"
"25 - 29",1,"2020-05-31","IC"
"30 - 34",2,"2020-05-31","IC"
"35 - 39",3,"2020-05-31","IC"
"40 - 44",1,"2020-05-31","IC"
"45 - 49",7,"2020-05-31","IC"
"50 - 54",15,"2020-05-31","IC"
"55 - 59",24,"2020-05-31","IC"
"60 - 64",24,"2020-05-31","IC"
"65 - 69",35,"2020-05-31","IC"
"70 - 74",39,"2020-05-31","IC"
"75 - 79",20,"2020-05-31","IC"
"80 - 84",4,"2020-05-31","IC"
"85 - 89",0,"2020-05-31","IC"
">90",0,"2020-05-31","IC"
"<20",0,"2020-06-01","IC"
"20 - 24",1,"2020-06-01","IC"
"25 - 29",1,"2020-06-01","IC"
"30 - 34",2,"2020-06-01","IC"
"35 - 39",2,"2020-06-01","IC"
"40 - 44",1,"2020-06-01","IC"
"45 - 49",5,"2020-06-01","IC"
"50 - 54",14,"2020-06-01","IC"
"55 - 59",22,"2020-06-01","IC"
"60 - 64",24,"2020-06-01","IC"
"65 - 69",34,"2020-06-01","IC"
"70 - 74",39,"2020-06-01","IC"
"75 - 79",19,"2020-06-01","IC"
"80 - 84",3,"2020-06-01","IC"
"85 - 89",0,"2020-06-01","IC"
">90",0,"2020-06-01","IC"
"<20",0,"2020-06-02","IC"
"20 - 24",1,"2020-06-02","IC"
"25 - 29",1,"2020-06-02","IC"
"30 - 34",0,"2020-06-02","IC"
"35 - 39",2,"2020-06-02","IC"
"40 - 44",1,"2020-06-02","IC"
"45 - 49",6,"2020-06-02","IC"
"50 - 54",15,"2020-06-02","IC"
"55 - 59",20,"2020-06-02","IC"
"60 - 64",22,"2020-06-02","IC"
"65 - 69",33,"2020-06-02","IC"
"70 - 74",37,"2020-06-02","IC"
"75 - 79",17,"2020-06-02","IC"
"80 - 84",2,"2020-06-02","IC"
"85 - 89",0,"2020-06-02","IC"
">90",0,"2020-06-02","IC"
"<20",0,"2020-06-03","IC"
"20 - 24",1,"2020-06-03","IC"
"25 - 29",1,"2020-06-03","IC"
"30 - 34",0,"2020-06-03","IC"
"35 - 39",2,"2020-06-03","IC"
"40 - 44",1,"2020-06-03","IC"
"45 - 49",4,"2020-06-03","IC"
"50 - 54",16,"2020-06-03","IC"
"55 - 59",17,"2020-06-03","IC"
"60 - 64",19,"2020-06-03","IC"
"65 - 69",28,"2020-06-03","IC"
"70 - 74",35,"2020-06-03","IC"
"75 - 79",18,"2020-06-03","IC"
"80 - 84",2,"2020-06-03","IC"
"85 - 89",0,"2020-06-03","IC"
">90",0,"2020-06-03","IC"
"<20",0,"2020-06-04","IC"
"20 - 24",2,"2020-06-04","IC"
"25 - 29",1,"2020-06-04","IC"
"30 - 34",0,"2020-06-04","IC"
"35 - 39",1,"2020-06-04","IC"
"40 - 44",1,"2020-06-04","IC"
"45 - 49",4,"2020-06-04","IC"
"50 - 54",14,"2020-06-04","IC"
"55 - 59",17,"2020-06-04","IC"
"60 - 64",18,"2020-06-04","IC"
"65 - 69",30,"2020-06-04","IC"
"70 - 74",34,"2020-06-04","IC"
"75 - 79",17,"2020-06-04","IC"
"80 - 84",2,"2020-06-04","IC"
"85 - 89",0,"2020-06-04","IC"
">90",0,"2020-06-04","IC"
"<20",0,"2020-06-05","IC"
"20 - 24",2,"2020-06-05","IC"
"25 - 29",1,"2020-06-05","IC"
"30 - 34",0,"2020-06-05","IC"
